,Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude
7949,Prahran,1,u,549800,03/12/2016,4.5,3181,1.0,1.0,1.0,0.0,-37.8519,144.9948
7954,Prahran,1,u,492000,04/03/2017,4.5,3181,1.0,1.0,1.0,1768.0,-37.851,144.988
7957,Prahran,1,u,500500,04/03/2017,4.5,3181,1.0,1.0,1.0,0.0,-37.857,145.0027
7959,Prahran,3,h,1240000,04/03/2017,4.5,3181,3.0,1.0,0.0,223.0,-37.8527,145.0088
7960,Prahran,3,u,1400000,04/06/2016,4.5,3181,3.0,2.0,2.0,0.0,-37.847,144.9936
7962,Prahran,3,u,685000,04/06/2016,4.5,3181,2.0,2.0,1.0,0.0,-37.8496,144.9905
7964,Prahran,3,u,710000,04/06/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.8516,144.9943
7965,Prahran,1,u,330000,06/08/2016,4.5,3181,1.0,1.0,1.0,0.0,-37.8595,145.0076
7966,Prahran,3,h,1430000,06/08/2016,4.5,3181,3.0,1.0,0.0,135.0,-37.8495,144.9885
7967,Prahran,1,u,325000,06/08/2016,4.5,3181,1.0,1.0,1.0,0.0,-37.8486,144.9872
7969,Prahran,3,t,1245000,06/08/2016,4.5,3181,2.0,2.0,1.0,128.0,-37.8526,145.0071
7970,Prahran,2,u,830000,07/05/2016,4.5,3181,2.0,1.0,1.0,727.0,-37.8503,144.9855
7973,Prahran,2,h,1182500,07/05/2016,4.5,3181,2.0,1.0,0.0,141.0,-37.852,145.0061
7974,Prahran,2,h,1303000,07/05/2016,4.5,3181,2.0,1.0,0.0,288.0,-37.8512,145.0053
7976,Prahran,2,h,1210000,07/11/2016,4.5,3181,2.0,1.0,0.0,218.0,-37.8561,145.0042
7977,Prahran,1,u,482500,08/10/2016,4.5,3181,2.0,1.0,1.0,443.0,-37.8493,145.0006
7981,Prahran,3,h,1730000,08/10/2016,4.5,3181,2.0,2.0,1.0,210.0,-37.851,145.0051
7983,Prahran,2,h,1090000,10/09/2016,4.5,3181,2.0,1.0,1.0,158.0,-37.8531,145.0063
7984,Prahran,3,h,1358000,10/09/2016,4.5,3181,2.0,1.0,1.0,189.0,-37.8561,145.0056
7985,Prahran,2,u,585000,10/09/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.8581,145.0017
7986,Prahran,2,h,1106000,10/12/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.8526,145.0033
7987,Prahran,3,h,1650000,10/12/2016,4.5,3181,3.0,3.0,1.0,209.0,-37.8467,144.9897
7989,Prahran,2,h,1590000,10/12/2016,4.5,3181,2.0,1.0,2.0,308.0,-37.8492,145.0019
7990,Prahran,2,u,590000,10/12/2016,4.5,3181,2.0,1.0,1.0,356.0,-37.8509,144.9954
7991,Prahran,2,h,1055000,10/12/2016,4.5,3181,2.0,1.0,0.0,203.0,-37.8557,145.0053
7997,Prahran,3,u,1350000,12/11/2016,4.5,3181,3.0,2.0,2.0,0.0,-37.8493,144.9908
7998,Prahran,2,u,700000,12/11/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.851,144.988
8001,Prahran,2,u,473000,14/05/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.8559,145.006
8002,Prahran,3,h,1100000,14/05/2016,4.5,3181,2.0,1.0,1.0,111.0,-37.8525,145.0071
8008,Prahran,2,h,1200000,15/10/2016,4.5,3181,2.0,3.0,1.0,91.0,-37.853,145.0069
8013,Prahran,2,u,530000,16/04/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.851,144.988
8014,Prahran,3,h,1651000,16/04/2016,4.5,3181,3.0,1.0,2.0,294.0,-37.8558,145.0072
8016,Prahran,2,u,615000,16/04/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.8529,145.0098
8021,Prahran,2,h,1500000,17/09/2016,4.5,3181,2.0,1.0,2.0,222.0,-37.8501,144.9995
8024,Prahran,2,h,1460000,18/03/2017,4.5,3181,2.0,1.0,2.0,227.0,-37.8543,145.003
8030,Prahran,2,u,841000,18/03/2017,4.5,3181,2.0,2.0,1.0,0.0,-37.847,144.9936
8031,Prahran,2,u,570000,18/03/2017,4.5,3181,2.0,1.0,1.0,0.0,-37.8588,145.0024
8032,Prahran,2,u,480000,18/03/2017,4.5,3181,2.0,1.0,2.0,0.0,-37.8592,145.0054
8034,Prahran,2,h,1310000,18/03/2017,4.5,3181,2.0,1.0,1.0,162.0,-37.8528,145.0017
8035,Prahran,3,h,1530000,18/03/2017,4.5,3181,3.0,1.0,0.0,231.0,-37.8498,145.0039
8038,Prahran,2,u,560000,18/03/2017,4.5,3181,2.0,1.0,1.0,0.0,-37.8506,144.9919
8043,Prahran,2,h,1300000,18/06/2016,4.5,3181,3.0,1.0,1.0,126.0,-37.8518,145.0061
8044,Prahran,2,h,815000,19/11/2016,4.5,3181,2.0,1.0,0.0,96.0,-37.8501,144.9953
8045,Prahran,2,h,765000,19/11/2016,4.5,3181,2.0,1.0,0.0,98.0,-37.8501,144.9953
8050,Prahran,2,h,910000,19/11/2016,4.5,3181,2.0,1.0,1.0,183.0,-37.8543,145.0024
8051,Prahran,3,t,1450000,19/11/2016,4.5,3181,3.0,2.0,3.0,1958.0,-37.8526,145.0106
8054,Prahran,2,t,1540000,22/05/2016,4.5,3181,2.0,2.0,1.0,113.0,-37.8481,144.9869
8055,Prahran,3,h,1811000,22/08/2016,4.5,3181,3.0,2.0,1.0,273.0,-37.8544,145.0038
8060,Prahran,2,h,1180000,23/04/2016,4.5,3181,2.0,1.0,0.0,214.0,-37.8577,145.0053
8061,Prahran,2,u,510000,23/04/2016,4.5,3181,2.0,1.0,1.0,0.0,-37.8513,144.9943
8063,Prahran,3,t,1015000,24/09/2016,4.5,3181,3.0,3.0,1.0,0.0,-37.8514,144.9957
8071,Prahran,3,h,1720000,25/02/2017,4.5,3181,3.0,2.0,2.0,183.0,-37.8562,145.0042
8072,Prahran,3,h,1050000,25/02/2017,4.5,3181,3.0,2.0,1.0,8216.0,-37.85,144.9876
8073,Prahran,2,h,1582000,25/02/2017,4.5,3181,2.0,1.0,0.0,214.0,-37.8572,145.0066
8078,Prahran,3,h,2385000,27/11/2016,4.5,3181,3.0,2.0,2.0,217.0,-37.8523,145.0064
8080,Prahran,2,u,681000,27/11/2016,4.5,3181,2.0,2.0,1.0,0.0,-37.8598,145.0097
8082,Prahran,4,h,1820000,27/11/2016,4.5,3181,4.0,1.0,1.0,305.0,-37.8493,144.9873
8085,Prahran,2,h,1305000,27/11/2016,4.5,3181,2.0,1.0,1.0,131.0,-37.8479,144.9988
8086,Prahran,3,h,1255000,28/05/2016,4.5,3181,3.0,1.0,1.0,231.0,-37.8467,144.9894
8087,Prahran,3,h,2180000,28/05/2016,4.5,3181,2.0,2.0,2.0,238.0,-37.8476,144.9892
8088,Prahran,2,u,712500,28/05/2016,4.5,3181,2.0,2.0,1.0,0.0,-37.8493,144.9908
8091,Prahran,3,h,1720000,28/05/2016,4.5,3181,3.0,2.0,1.0,272.0,-37.8553,145.007
8092,Prahran,2,h,1021000,28/08/2016,4.5,3181,2.0,1.0,1.0,175.0,-37.857,145.0058
8094,Prahran,3,h,1220000,28/08/2016,4.5,3181,3.0,2.0,1.0,112.0,-37.8517,145.0056
8095,Prahran,1,u,240000,28/08/2016,4.5,3181,1.0,1.0,1.0,0.0,-37.8584,145.0017
8096,Prahran,2,h,1500000,30/07/2016,4.5,3181,2.0,1.0,2.0,236.0,-37.8478,144.9892
8098,Prahran,3,h,1612000,30/07/2016,4.5,3181,3.0,2.0,0.0,146.0,-37.8519,145.0055
8099,Prahran,3,h,1442000,30/07/2016,4.5,3181,3.0,1.0,2.0,199.0,-37.8494,145.005
8101,Preston,3,h,1250000,03/09/2016,8.8,3072,3.0,1.0,2.0,644.0,-37.7419,145.0049
8102,Preston,3,h,855000,03/09/2016,8.8,3072,3.0,1.0,2.0,584.0,-37.7332,145.0252
8103,Preston,4,h,930000,03/09/2016,8.8,3072,4.0,2.0,2.0,604.0,-37.7369,144.9905
8104,Preston,4,h,900000,03/09/2016,8.8,3072,4.0,2.0,1.0,530.0,-37.7416,145.016
8106,Preston,4,h,1004000,03/09/2016,8.8,3072,3.0,0.0,0.0,650.0,-37.7346,145.0226
8108,Preston,3,h,930000,03/09/2016,8.8,3072,3.0,1.0,2.0,518.0,-37.7418,145.0095
8109,Preston,3,h,1200000,03/12/2016,8.8,3072,3.0,2.0,1.0,465.0,-37.7471,144.9877
8110,Preston,3,h,721000,03/12/2016,8.8,3072,3.0,1.0,1.0,581.0,-37.7399,145.0228
8111,Preston,3,h,751000,03/12/2016,8.8,3072,3.0,1.0,0.0,148.0,-37.7428,145.0081
8114,Preston,2,h,835000,04/03/2017,8.8,3072,2.0,1.0,1.0,490.0,-37.7311,144.9863
8115,Preston,3,h,637000,04/03/2017,8.8,3072,3.0,1.0,2.0,327.0,-37.7423,145.0194
8116,Preston,3,h,1265000,04/03/2017,8.8,3072,3.0,2.0,1.0,465.0,-37.7471,144.9877
8117,Preston,3,h,1100000,04/03/2017,8.8,3072,3.0,2.0,3.0,490.0,-37.7413,145.0203
8118,Preston,4,h,1082000,04/03/2017,8.8,3072,4.0,2.0,3.0,534.0,-37.7339,145.0189
8119,Preston,2,t,715000,04/03/2017,8.8,3072,2.0,1.0,1.0,132.0,-37.7343,145.0025
8120,Preston,5,h,630000,04/03/2017,8.8,3072,5.0,5.0,3.0,199.0,-37.7309,145.0151
8121,Preston,2,h,837000,04/03/2017,8.8,3072,2.0,1.0,3.0,581.0,-37.7508,145.0209
8125,Preston,3,h,950000,04/06/2016,8.8,3072,3.0,1.0,2.0,563.0,-37.7318,145.0192
8127,Preston,3,h,840000,06/08/2016,8.8,3072,3.0,1.0,2.0,647.0,-37.7331,144.988
8128,Preston,3,u,496000,06/08/2016,8.8,3072,3.0,1.0,1.0,266.0,-37.7322,145.0318
8130,Preston,4,h,931000,06/08/2016,8.8,3072,2.0,1.0,1.0,499.0,-37.733,144.9988
8131,Preston,2,h,942000,06/08/2016,8.8,3072,2.0,2.0,0.0,3037.0,-37.7484,144.9949
8136,Preston,2,h,650000,07/05/2016,8.8,3072,2.0,1.0,1.0,360.0,-37.7485,145.0025
8137,Preston,2,h,850000,07/05/2016,8.8,3072,2.0,1.0,1.0,356.0,-37.7384,145.0058
8138,Preston,3,h,560000,07/05/2016,8.8,3072,4.0,1.0,2.0,591.0,-37.7333,145.0353
8140,Preston,2,h,540000,07/11/2016,8.8,3072,2.0,1.0,2.0,250.0,-37.7373,145.0237
8141,Preston,3,h,1150000,07/11/2016,8.8,3072,3.0,1.0,2.0,566.0,-37.7418,144.9934
8143,Preston,3,h,965000,07/11/2016,8.8,3072,3.0,1.0,2.0,581.0,-37.7411,145.0115
8146,Preston,3,h,700000,08/10/2016,8.8,3072,3.0,1.0,2.0,562.0,-37.7339,145.0247
8147,Preston,3,h,615000,08/10/2016,8.8,3072,3.0,1.0,2.0,493.0,-37.7441,145.0221
8148,Preston,2,h,775000,08/10/2016,8.8,3072,2.0,1.0,1.0,521.0,-37.7441,145.0183
8149,Preston,3,h,735000,08/10/2016,8.8,3072,3.0,1.0,2.0,369.0,-37.7359,144.985
8153,Preston,3,h,550000,08/10/2016,8.8,3072,3.0,2.0,1.0,164.0,-37.7335,145.0374
8154,Preston,3,h,1000000,08/10/2016,8.8,3072,3.0,1.0,2.0,463.0,-37.7339,144.9897
8155,Preston,2,h,780000,08/10/2016,8.8,3072,2.0,1.0,3.0,475.0,-37.7351,145.0066
8158,Preston,4,h,810000,10/09/2016,8.8,3072,4.0,2.0,2.0,1034.0,-37.7379,144.9851
8159,Preston,3,h,843000,10/09/2016,8.8,3072,3.0,1.0,1.0,537.0,-37.737,145.0227
8160,Preston,2,h,600000,10/09/2016,8.8,3072,2.0,1.0,2.0,220.0,-37.7442,145.0168
8162,Preston,3,h,925000,10/12/2016,8.8,3072,3.0,1.0,2.0,693.0,-37.7315,144.988
8163,Preston,1,u,305000,10/12/2016,8.8,3072,1.0,1.0,1.0,41.0,-37.7367,144.9899
8164,Preston,3,h,1080000,10/12/2016,8.8,3072,3.0,2.0,1.0,369.0,-37.7389,144.9821
8165,Preston,2,u,656000,10/12/2016,8.8,3072,2.0,1.0,1.0,205.0,-37.7413,144.9939
8166,Preston,2,h,799900,10/12/2016,8.8,3072,2.0,1.0,2.0,460.0,-37.7397,145.0209
8167,Preston,3,h,916000,10/12/2016,8.8,3072,3.0,1.0,3.0,523.0,-37.7314,145.0017
8168,Preston,3,h,1000000,10/12/2016,8.8,3072,3.0,2.0,2.0,143.0,-37.7381,145.0116
8169,Preston,4,h,914000,10/12/2016,8.8,3072,4.0,1.0,1.0,339.0,-37.7485,144.998
8170,Preston,3,h,1650000,10/12/2016,8.8,3072,3.0,1.0,2.0,452.0,-37.7307,145.0094
8172,Preston,3,h,990000,11/03/2017,8.8,3072,3.0,2.0,2.0,475.0,-37.7344,145.008
8173,Preston,2,u,512000,11/03/2017,8.8,3072,2.0,1.0,1.0,145.0,-37.7293,144.9931
8174,Preston,3,h,600000,12/06/2016,8.8,3072,3.0,1.0,3.0,503.0,-37.739,145.0238
8178,Preston,4,h,910000,12/11/2016,8.8,3072,4.0,1.0,1.0,582.0,-37.7355,145.0178
8179,Preston,3,h,485000,12/11/2016,8.8,3072,3.0,1.0,1.0,244.0,-37.7444,145.0202
8182,Preston,3,h,900000,12/11/2016,8.8,3072,3.0,1.0,1.0,527.0,-37.7396,145.0174
8183,Preston,4,h,1000000,12/11/2016,8.8,3072,4.0,1.0,2.0,568.0,-37.7353,144.989
8184,Preston,2,h,722000,13/08/2016,8.8,3072,2.0,1.0,1.0,400.0,-37.7352,144.9852
8186,Preston,3,h,910000,14/05/2016,8.8,3072,3.0,1.0,1.0,486.0,-37.7395,144.9966
8187,Preston,4,h,1260000,14/05/2016,8.8,3072,4.0,3.0,2.0,654.0,-37.7365,145.0173
8188,Preston,2,t,635000,14/05/2016,8.8,3072,2.0,1.0,1.0,79.0,-37.7484,145.0048
8190,Preston,3,h,550000,14/05/2016,8.8,3072,3.0,1.0,1.0,405.0,-37.7396,145.0175
8191,Preston,2,u,485000,14/05/2016,8.8,3072,2.0,1.0,1.0,117.0,-37.7514,145.0118
8192,Preston,3,h,690000,14/05/2016,8.8,3072,3.0,1.0,1.0,594.0,-37.7512,145.017
8193,Preston,2,h,1065000,15/10/2016,8.8,3072,2.0,1.0,3.0,507.0,-37.7437,144.9995
8194,Preston,3,h,1200000,15/10/2016,8.8,3072,3.0,1.0,1.0,847.0,-37.7279,144.9849
8195,Preston,3,u,798000,15/10/2016,8.8,3072,3.0,2.0,2.0,212.0,-37.7359,145.0147
8196,Preston,2,h,850000,15/10/2016,8.8,3072,2.0,1.0,1.0,669.0,-37.7363,144.9849
8197,Preston,3,h,1355000,15/10/2016,8.8,3072,3.0,1.0,2.0,916.0,-37.7361,144.9883
8198,Preston,3,h,815000,15/10/2016,8.8,3072,3.0,1.0,1.0,0.0,-37.7333,144.9844
8199,Preston,3,h,971000,15/10/2016,8.8,3072,3.0,1.0,2.0,610.0,-37.751,145.0197
8200,Preston,2,u,530000,15/10/2016,8.8,3072,2.0,1.0,1.0,106.0,-37.7306,144.9993
8202,Preston,3,h,900000,15/10/2016,8.8,3072,3.0,1.0,1.0,472.0,-37.745,145.0139
8204,Preston,2,h,700000,16/04/2016,8.8,3072,2.0,1.0,1.0,214.0,-37.7462,145.0044
8205,Preston,3,h,930000,16/04/2016,8.8,3072,3.0,1.0,0.0,453.0,-37.7386,144.9828
8206,Preston,2,h,920000,16/04/2016,8.8,3072,2.0,2.0,2.0,516.0,-37.7497,145.011
8208,Preston,3,h,842000,16/07/2016,8.8,3072,3.0,1.0,1.0,398.0,-37.7372,145.01
8211,Preston,1,h,830000,16/07/2016,8.8,3072,1.0,1.0,0.0,397.0,-37.7366,145.0115
8213,Preston,3,h,980000,17/09/2016,8.8,3072,3.0,2.0,1.0,479.0,-37.7425,145.014
8214,Preston,3,h,800000,17/09/2016,8.8,3072,3.0,3.0,2.0,421.0,-37.7414,144.9932
8216,Preston,4,h,930000,17/09/2016,8.8,3072,4.0,2.0,2.0,544.0,-37.7314,145.0113
8217,Preston,3,h,930000,17/09/2016,8.8,3072,3.0,1.0,2.0,468.0,-37.7468,144.9846
8218,Preston,2,h,886000,17/09/2016,8.8,3072,2.0,1.0,2.0,467.0,-37.7345,144.9977
8219,Preston,3,h,1080000,17/09/2016,8.8,3072,3.0,1.0,1.0,487.0,-37.7511,144.9907
8220,Preston,3,h,1040000,17/09/2016,8.8,3072,2.0,1.0,2.0,555.0,-37.7491,144.985
8221,Preston,4,h,1400000,18/03/2017,8.8,3072,4.0,2.0,2.0,559.0,-37.7347,144.9966
8222,Preston,2,t,660000,18/03/2017,8.8,3072,2.0,1.0,1.0,113.0,-37.7479,145.0153
8223,Preston,2,u,436000,18/03/2017,8.8,3072,2.0,1.0,1.0,0.0,-37.7377,144.9899
8224,Preston,2,h,876000,18/03/2017,8.8,3072,2.0,1.0,2.0,479.0,-37.733,144.9961
8225,Preston,2,h,910000,18/03/2017,8.8,3072,2.0,2.0,1.0,352.0,-37.7495,145.0092
8226,Preston,3,h,1000000,18/03/2017,8.8,3072,3.0,2.0,2.0,227.0,-37.7445,144.9917
8227,Preston,3,h,800000,18/03/2017,8.8,3072,3.0,1.0,2.0,516.0,-37.7321,145.0248
8228,Preston,3,h,928000,18/03/2017,8.8,3072,3.0,2.0,1.0,0.0,-37.7307,145.0097
8229,Preston,3,h,1070000,18/03/2017,8.8,3072,3.0,1.0,2.0,585.0,-37.7358,144.9889
8230,Preston,2,h,565000,18/06/2016,8.8,3072,2.0,1.0,2.0,349.0,-37.7351,145.0271
8232,Preston,3,t,714000,18/06/2016,8.8,3072,3.0,2.0,2.0,185.0,-37.7287,144.9869
8235,Preston,2,h,770000,18/06/2016,8.8,3072,2.0,2.0,1.0,76.0,-37.7443,145.0015
8236,Preston,3,h,1226000,18/06/2016,8.8,3072,3.0,1.0,4.0,707.0,-37.7413,144.9885
8237,Preston,3,h,810000,18/06/2016,8.8,3072,2.0,1.0,1.0,421.0,-37.738,145.0064
8239,Preston,3,h,1127000,18/06/2016,8.8,3072,3.0,2.0,2.0,590.0,-37.7336,144.9958
8240,Preston,3,h,750000,18/06/2016,8.8,3072,3.0,1.0,2.0,409.0,-37.7486,144.9992
8243,Preston,3,h,980000,19/11/2016,8.8,3072,3.0,1.0,1.0,485.0,-37.7525,145.0106
8244,Preston,3,h,670000,19/11/2016,8.8,3072,3.0,1.0,2.0,271.0,-37.7353,145.0172
8245,Preston,4,h,1315000,19/11/2016,8.8,3072,4.0,3.0,2.0,836.0,-37.7379,144.9903
8248,Preston,2,h,780000,19/11/2016,8.8,3072,2.0,1.0,1.0,310.0,-37.7455,144.9954
8249,Preston,2,h,986000,22/05/2016,8.8,3072,2.0,1.0,1.0,472.0,-37.7484,144.9886
8250,Preston,2,h,771000,22/05/2016,8.8,3072,2.0,1.0,1.0,484.0,-37.7427,145.0176
8251,Preston,4,h,760000,22/05/2016,8.8,3072,9.0,8.0,7.0,1254.0,-37.7367,144.9895
8253,Preston,3,h,850000,22/08/2016,8.8,3072,3.0,2.0,1.0,0.0,-37.7451,144.9888
8254,Preston,3,h,890000,22/08/2016,8.8,3072,3.0,1.0,2.0,454.0,-37.7346,144.9956
8255,Preston,2,h,1088000,22/08/2016,8.8,3072,2.0,1.0,2.0,712.0,-37.7354,145.015
8257,Preston,3,h,1123000,22/08/2016,8.8,3072,3.0,1.0,2.0,504.0,-37.7476,144.9842
8258,Preston,4,h,600000,23/04/2016,8.8,3072,4.0,1.0,2.0,236.0,-37.7456,145.0025
8259,Preston,1,u,300000,24/09/2016,8.8,3072,1.0,1.0,1.0,0.0,-37.7441,144.9999
8260,Preston,2,h,890000,24/09/2016,8.8,3072,2.0,1.0,3.0,493.0,-37.74,144.9821
8262,Preston,3,h,1040000,24/09/2016,8.8,3072,3.0,2.0,1.0,313.0,-37.7531,145.01
8263,Preston,3,h,1050000,24/09/2016,8.8,3072,3.0,2.0,1.0,453.0,-37.7388,144.9844
8265,Preston,2,h,900000,25/02/2017,8.8,3072,2.0,1.0,1.0,529.0,-37.7427,144.9868
8266,Preston,2,u,425000,25/02/2017,8.8,3072,2.0,2.0,1.0,1485.0,-37.7476,145.0026
8268,Preston,2,u,515000,25/02/2017,8.8,3072,2.0,1.0,1.0,187.0,-37.7351,145.0323
8269,Preston,3,h,1040000,25/02/2017,8.8,3072,3.0,1.0,2.0,399.0,-37.7366,145.0063
8270,Preston,2,h,520000,25/02/2017,8.8,3072,2.0,1.0,2.0,178.0,-37.7331,145.0341
8271,Preston,3,u,605000,26/07/2016,8.8,3072,3.0,1.0,2.0,192.0,-37.7277,144.9851
8273,Preston,3,h,890000,26/07/2016,8.8,3072,3.0,1.0,2.0,495.0,-37.7521,145.0114
8274,Preston,2,h,790000,26/07/2016,8.8,3072,2.0,1.0,1.0,266.0,-37.7423,145.0105
8275,Preston,3,h,1000000,26/07/2016,8.8,3072,4.0,1.0,2.0,621.0,-37.7415,145.0084
8276,Preston,2,h,860000,27/06/2016,8.8,3072,2.0,2.0,1.0,415.0,-37.7481,145.0017
8277,Preston,2,h,630000,27/06/2016,8.8,3072,2.0,1.0,1.0,372.0,-37.7348,144.9852
8278,Preston,4,h,660000,27/06/2016,8.8,3072,4.0,2.0,1.0,0.0,-37.7337,144.9854
8279,Preston,3,h,810000,27/06/2016,8.8,3072,3.0,1.0,1.0,520.0,-37.7362,145.0232
8280,Preston,4,h,875000,27/06/2016,8.8,3072,4.0,1.0,2.0,400.0,-37.7371,145.0111
8281,Preston,3,h,923000,27/06/2016,8.8,3072,3.0,1.0,0.0,333.0,-37.7423,145.0097
8282,Preston,4,h,920000,27/06/2016,8.8,3072,3.0,1.0,1.0,396.0,-37.7361,145.0093
8283,Preston,3,h,1150000,27/11/2016,8.8,3072,3.0,1.0,4.0,728.0,-37.7392,144.9937
8284,Preston,4,h,871000,27/11/2016,8.8,3072,4.0,2.0,1.0,561.0,-37.7369,145.0201
8285,Preston,4,h,910000,27/11/2016,8.8,3072,4.0,1.0,3.0,577.0,-37.7344,144.9865
8287,Preston,3,h,1330000,27/11/2016,8.8,3072,3.0,2.0,3.0,502.0,-37.7406,145.0155
8289,Preston,4,h,950000,27/11/2016,8.8,3072,4.0,2.0,1.0,243.0,-37.7506,144.9847
8290,Preston,3,h,821000,27/11/2016,8.8,3072,3.0,1.0,2.0,396.0,-37.7385,145.0103
8293,Preston,3,h,888500,27/11/2016,8.8,3072,3.0,1.0,2.0,497.0,-37.7441,145.0154
8296,Preston,4,h,870000,27/11/2016,8.8,3072,4.0,1.0,2.0,400.0,-37.7346,145.0164
8297,Preston,3,h,1186000,28/05/2016,8.8,3072,2.0,1.0,1.0,713.0,-37.7436,145.0191
8299,Preston,3,h,900000,28/05/2016,8.8,3072,3.0,1.0,2.0,560.0,-37.7418,145.0089
8300,Preston,3,h,800000,28/05/2016,8.8,3072,3.0,1.0,2.0,207.0,-37.7486,145.0039
8301,Preston,3,h,1030000,28/05/2016,8.8,3072,3.0,2.0,3.0,427.0,-37.749,145.0051
8302,Preston,4,h,1615000,28/05/2016,8.8,3072,3.0,2.0,3.0,890.0,-37.7345,144.9891
8303,Preston,3,h,715000,28/05/2016,8.8,3072,2.0,1.0,1.0,467.0,-37.7444,145.014
8304,Preston,2,u,610000,28/08/2016,8.8,3072,2.0,1.0,1.0,126.0,-37.7523,145.0091
8305,Preston,3,h,1162500,28/08/2016,8.8,3072,3.0,2.0,2.0,463.0,-37.7507,144.9921
8308,Preston,4,h,1142500,28/08/2016,8.8,3072,3.0,1.0,2.0,560.0,-37.743,144.9914
8310,Preston,3,h,930000,28/08/2016,8.8,3072,3.0,1.0,2.0,679.0,-37.7392,145.0163
8311,Preston,3,h,875000,28/08/2016,8.8,3072,3.0,2.0,1.0,650.0,-37.7302,144.998
8315,Preston,4,h,840000,30/07/2016,8.8,3072,4.0,1.0,2.0,390.0,-37.7395,144.9843
8316,Preston,3,h,805000,30/07/2016,8.8,3072,2.0,1.0,2.0,468.0,-37.7479,144.9941
8317,Preston,3,h,750000,30/07/2016,8.8,3072,3.0,3.0,2.0,0.0,-37.75,144.9846
8318,Preston,4,h,750000,30/07/2016,8.8,3072,3.0,2.0,2.0,500.0,-37.732,145.0209
8322,Reservoir,3,u,475000,03/09/2016,11.2,3073,3.0,1.0,1.0,191.0,-37.7019,145.0256
8328,Reservoir,2,u,415000,03/09/2016,11.2,3073,2.0,1.0,1.0,189.0,-37.708,145.0181
8330,Reservoir,3,h,731000,03/12/2016,11.2,3073,3.0,1.0,2.0,779.0,-37.7292,145.0214
8333,Reservoir,2,u,352000,03/12/2016,11.2,3073,2.0,1.0,1.0,117.0,-37.7101,145.0223
8334,Reservoir,3,h,723000,03/12/2016,11.2,3073,3.0,1.0,1.0,535.0,-37.7299,145.0242
8335,Reservoir,2,u,336000,03/12/2016,11.2,3073,2.0,1.0,1.0,99.0,-37.7166,144.9911
8336,Reservoir,3,h,685000,03/12/2016,11.2,3073,3.0,1.0,1.0,1262.0,-37.7139,145.0215
8339,Reservoir,3,t,620000,03/12/2016,11.2,3073,3.0,2.0,2.0,207.0,-37.7086,145.0251
8340,Reservoir,3,h,620000,03/12/2016,11.2,3073,3.0,1.0,2.0,762.0,-37.7021,144.9985
8341,Reservoir,3,h,1025000,03/12/2016,11.2,3073,3.0,2.0,2.0,676.0,-37.7262,145.0177
8342,Reservoir,2,t,490000,04/03/2017,11.2,3073,2.0,1.0,1.0,91.0,-37.713,145.0108
8344,Reservoir,3,h,805000,04/03/2017,11.2,3073,3.0,1.0,2.0,227.0,-37.7286,145.0059
8345,Reservoir,4,h,770000,04/03/2017,11.2,3073,4.0,1.0,2.0,855.0,-37.6997,145.0043
8348,Reservoir,3,u,645000,04/03/2017,11.2,3073,3.0,1.0,2.0,280.0,-37.7183,145.0164
8349,Reservoir,3,h,1005000,04/03/2017,11.2,3073,3.0,2.0,4.0,466.0,-37.7266,145.0004
8350,Reservoir,2,h,931000,04/03/2017,11.2,3073,2.0,1.0,1.0,487.0,-37.7279,145.0136
8351,Reservoir,2,h,810000,04/03/2017,11.2,3073,2.0,1.0,2.0,950.0,-37.702,145.0071
8355,Reservoir,2,h,535000,04/06/2016,11.2,3073,2.0,1.0,1.0,234.0,-37.7182,145.0161
8358,Reservoir,3,h,920000,04/06/2016,11.2,3073,3.0,2.0,2.0,623.0,-37.7276,145.0165
8359,Reservoir,3,h,800000,06/08/2016,11.2,3073,3.0,1.0,5.0,4679.0,-37.7093,145.0012
8360,Reservoir,3,h,510000,06/08/2016,11.2,3073,3.0,1.0,2.0,543.0,-37.6946,144.9962
8362,Reservoir,3,h,651000,06/08/2016,11.2,3073,3.0,2.0,3.0,649.0,-37.705,145.0216
8364,Reservoir,3,h,502500,06/08/2016,11.2,3073,2.0,1.0,2.0,491.0,-37.7152,144.9823
8365,Reservoir,2,h,365000,07/05/2016,11.2,3073,2.0,1.0,1.0,360.0,-37.7273,145.0254
8366,Reservoir,2,u,405000,07/05/2016,11.2,3073,2.0,1.0,1.0,171.0,-37.711,145.0027
8368,Reservoir,3,t,620500,07/05/2016,11.2,3073,3.0,2.0,1.0,158.0,-37.7293,145.0216
8369,Reservoir,3,h,730000,07/05/2016,11.2,3073,2.0,1.0,1.0,546.0,-37.721,144.9967
8370,Reservoir,1,h,260000,07/05/2016,11.2,3073,1.0,1.0,1.0,141.0,-37.7025,144.9887
8371,Reservoir,3,h,665000,07/05/2016,11.2,3073,3.0,1.0,4.0,503.0,-37.7226,144.9953
